



中央频道,#genre#
朱海君-等天光,http://em.21dtv.com/songs/60143529.mkv
朱海君-石磨的心,http://em.21dtv.com/songs/60143528.mkv
朱海君-梦醒在天涯,http://em.21dtv.com/songs/60143527.mkv
朱海君-春天的露水,http://em.21dtv.com/songs/60143526.mkv
朱海君-探戈跳抹煞,http://em.21dtv.com/songs/60143525.mkv
朱海君-思念行李,http://em.21dtv.com/songs/60143524.mkv
朱海君-不是不爱,http://em.21dtv.com/songs/60143523.mkv
朱泽锋-天已黑,http://em.21dtv.com/songs/60143522.mkv
朱泽轩-不平凡的梦,http://em.21dtv.com/songs/60143521.mkv
朱梓溶-总有阳光在等候,http://em.21dtv.com/songs/60143520.mkv
朱婷婷-我(现场版),http://em.21dtv.com/songs/60143519.mkv
朱俐静-其实没聊什么,http://em.21dtv.com/songs/60143518.mkv
望海高歌-散了吧忘了吧,http://em.21dtv.com/songs/60143517.mkv
望海高歌-因为爱着你才不会再联系,http://em.21dtv.com/songs/60143515.mkv
望海高歌-三生三世爱不变,http://em.21dtv.com/songs/60143514.mkv
曾沛慈-我爱你,http://em.21dtv.com/songs/60143513.mkv
曾春年-隔壁的童话,http://em.21dtv.com/songs/60143512.mkv
曾妮-我的幸福化了妆,http://em.21dtv.com/songs/60143511.mkv
曾之乔-猜猜看,http://em.21dtv.com/songs/60143510.mkv
曹蕾-斑马,http://em.21dtv.com/songs/60143509.mkv
曹芙嘉-苏绣,http://em.21dtv.com/songs/60143508.mkv
曲德腾-妈妈的温暖,http://em.21dtv.com/songs/60143507.mkv
曲大雷-你为我哭过,http://em.21dtv.com/songs/60143506.mkv
曲大雷-一往直前,http://em.21dtv.com/songs/60143505.mkv
曲丹+汤非-山水恋情,http://em.21dtv.com/songs/60143504.mkv
曦美-我爱你,http://em.21dtv.com/songs/60143503.mkv
暴林-走到生命尽头也不分手,http://em.21dtv.com/songs/60143502.mkv
暴林-痴心是我犯的错,http://em.21dtv.com/songs/60143501.mkv
晨熙-爱是一道美丽的伤痕,http://em.21dtv.com/songs/60143500.mkv
晨熙-你是我的情意,http://em.21dtv.com/songs/60143499.mkv
晨熙-下一次相遇(MTV),http://em.21dtv.com/songs/60143498.mkv
晓白-真的喜欢你,http://em.21dtv.com/songs/60143497.mkv
晓枫-甘蔗林,http://em.21dtv.com/songs/60143496.mkv
晓月-无处可诉,http://em.21dtv.com/songs/60143495.mkv
晓依-网络遇见你,http://em.21dtv.com/songs/60143494.mkv
晓依-在网络认识你,http://em.21dtv.com/songs/60143493.mkv#http://em.21dtv.com/songs/60137665.mkv
晋州雨夜-下雨的夜晚更想你,http://em.21dtv.com/songs/60143492.mkv
星月组合-爱情就像一首歌,http://em.21dtv.com/songs/60143491.mkv
星月组合-爱情上上签,http://em.21dtv.com/songs/60143490.mkv
星月组合-一生痴恋,http://em.21dtv.com/songs/60143487.mkv
易安音乐社-不二剧本,http://em.21dtv.com/songs/60143486.mkv
施炎灿-无期的守候,http://em.21dtv.com/songs/60143483.mkv
方雨晨-小巷,http://em.21dtv.com/songs/60143482.mkv
方圆-You Are My Sunshine,http://em.21dtv.com/songs/60143480.mkv
方亦娜-争取不到的幸福,http://em.21dtv.com/songs/60143479.mkv
文龙-爱到不能爱,http://em.21dtv.com/songs/60143478.mkv
文彰-不是故意爱上你,http://em.21dtv.com/songs/60143477.mkv
敬永建-重生,http://em.21dtv.com/songs/60143476.mkv
敬永建-自由天堂,http://em.21dtv.com/songs/60143475.mkv
敬永建-永远的共产党,http://em.21dtv.com/songs/60143473.mkv
敬永建-微爱信,http://em.21dtv.com/songs/60143472.mkv
敬永建-如意娘的泪,http://em.21dtv.com/songs/60143471.mkv
敖都-阿妈的高原,http://em.21dtv.com/songs/60143469.mkv
敖都-等你回家,http://em.21dtv.com/songs/60143468.mkv
敖都-回家,http://em.21dtv.com/songs/60143467.mkv
放飞乐队-可爱的机务兵,http://em.21dtv.com/songs/60143466.mkv
放飞乐队-勇敢的机务兵,http://em.21dtv.com/songs/60143465.mkv
放飞乐队-出征,http://em.21dtv.com/songs/60143464.mkv
放飞乐队-光荣的机务兵,http://em.21dtv.com/songs/60143463.mkv
拒绝燃烧-泪红颜,http://em.21dtv.com/songs/60143461.mkv
拉巴次仁-醉美阿里,http://em.21dtv.com/songs/60143460.mkv
拉巴次仁-梦入你心房,http://em.21dtv.com/songs/60143459.mkv
托尼三郎-德艺龙之歌,http://em.21dtv.com/songs/60143458.mkv
扎西平措-春(现场版),http://em.21dtv.com/songs/60143457.mkv
才旺罗布-牧歌,http://em.21dtv.com/songs/60143456.mkv
才旺罗布-When I Was Your Man,http://em.21dtv.com/songs/60143455.mkv
才旺罗布-Sorry Seems To Be The Hardest Word,http://em.21dtv.com/songs/60143454.mkv
才旺罗布-Runaway Baby(现场版),http://em.21dtv.com/songs/60143453.mkv
戴荃-河神之歌,http://em.21dtv.com/songs/60143452.mkv
战月源-算了吧,http://em.21dtv.com/songs/60143451.mkv
成龙+欧阳娜娜-A Whole New World,http://em.21dtv.com/songs/60143450.mkv
成雷-别为她哭了,http://em.21dtv.com/songs/60143449.mkv
成雷-今夜留下来,http://em.21dtv.com/songs/60143448.mkv
成方圆-思念成殇,http://em.21dtv.com/songs/60143447.mkv
戈阳-你若懂我,http://em.21dtv.com/songs/60143446.mkv
慢慢说乐团-SE NO,http://em.21dtv.com/songs/60143445.mkv
恩宠-快到碗里来(MTV),http://em.21dtv.com/songs/60143444.mkv
思予-爱情大风暴,http://em.21dtv.com/songs/60143443.mkv
徐飞-无悔的存在,http://em.21dtv.com/songs/60143442.mkv
徐铭志-我知道,http://em.21dtv.com/songs/60143441.mkv
徐菲-说爱,http://em.21dtv.com/songs/60143440.mkv
徐秉龙+桃十五-青柠,http://em.21dtv.com/songs/60143439.mkv
徐环-我的狗,http://em.21dtv.com/songs/60143438.mkv
徐彬彬-明明,http://em.21dtv.com/songs/60143437.mkv
徐彬彬-一生相随,http://em.21dtv.com/songs/60143436.mkv
徐云霄-敢爱的冲动,http://em.21dtv.com/songs/60143435.mkv
徐云霄-不如,http://em.21dtv.com/songs/60143434.mkv
彭天琪-要你快乐,http://em.21dtv.com/songs/60143433.mkv
强东亮+杜歌-一生兄弟大过天,http://em.21dtv.com/songs/60143432.mkv
张静-千年丝路,http://em.21dtv.com/songs/60143431.mkv
张靓颖-十里桃花,http://em.21dtv.com/songs/60143430.mkv
张震岳热狗战队-遥远不远(现场版),http://em.21dtv.com/songs/60143429.mkv
张震岳+MC Hotdog-差不多先生,http://em.21dtv.com/songs/60143428.mkv
张雷-也许,http://em.21dtv.com/songs/60143427.mkv
张阳阳-昨夜以前的星光,http://em.21dtv.com/songs/60143426.mkv
张鑫-如果来生还能遇见你(现场版),http://em.21dtv.com/songs/60143425.mkv
张鑫-Blue Suede Shoes(现场版),http://em.21dtv.com/songs/60143424.mkv
张计划-虚伪的世界,http://em.21dtv.com/songs/60143423.mkv
张薇+汤子星-为爱牵手,http://em.21dtv.com/songs/60143422.mkv
张薇+马智宇-因为爱情,http://em.21dtv.com/songs/60143421.mkv
张薇-天亮了,http://em.21dtv.com/songs/60143419.mkv
张蔷-你还记得那个电影演员吗,http://em.21dtv.com/songs/60143418.mkv
张莹-我的家园,http://em.21dtv.com/songs/60143417.mkv
张禄籴-只如初见(现场版),http://em.21dtv.com/songs/60143415.mkv
张祖诚-一样,http://em.21dtv.com/songs/60143414.mkv
张磊-故意,http://em.21dtv.com/songs/60143413.mkv
张碧晨-如果一切没有发生过,http://em.21dtv.com/songs/60143412.mkv
张珊珊-刚刚好(现场版),http://em.21dtv.com/songs/60143411.mkv
张燕燕-黑脸帅哥,http://em.21dtv.com/songs/60143410.mkv
张燕燕-起飞线上的我和你,http://em.21dtv.com/songs/60143409.mkv
张涛+张研-草原迎宾曲,http://em.21dtv.com/songs/60143407.mkv
张涛-歌声领我去草原,http://em.21dtv.com/songs/60143406.mkv
张津涤+陈瑞-一吻成诗,http://em.21dtv.com/songs/60143405.mkv
张津涤-相遇宁波湾,http://em.21dtv.com/songs/60143404.mkv
张津涤-流星说的谎,http://em.21dtv.com/songs/60143403.mkv
张津涤-别怪我狠心,http://em.21dtv.com/songs/60143401.mkv
张洢豪-安全感,http://em.21dtv.com/songs/60143400.mkv
张樊-李荣浩遇上李清照,http://em.21dtv.com/songs/60143399.mkv
张栋河-初爱,http://em.21dtv.com/songs/60143398.mkv
张德力-多年以后再相见,http://em.21dtv.com/songs/60143396.mkv
张宇轩+刘家敏-今生只想和你在一起,http://em.21dtv.com/songs/60143395.mkv
张含韵-七绝,http://em.21dtv.com/songs/60143393.mkv
张北北-疯狂哆来咪,http://em.21dtv.com/songs/60143392.mkv
张利红-酒泉,http://em.21dtv.com/songs/60143391.mkv
张凤英-美丽西藏,http://em.21dtv.com/songs/60143390.mkv
张冬玲-入骨相思,http://em.21dtv.com/songs/60143389.mkv
张佳彤-小傻瓜么么哒,http://em.21dtv.com/songs/60143388.mkv
张任杰-残酷月光,http://em.21dtv.com/songs/60143387.mkv
张云龙-汉之云,http://em.21dtv.com/songs/60143386.mkv
张为-桃花坞,http://em.21dtv.com/songs/60143385.mkv
廖俊涛-说走就走(现场版),http://em.21dtv.com/songs/60143383.mkv
廖俊涛-很多事要唱(现场版),http://em.21dtv.com/songs/60143382.mkv
廖俊涛-你说得对,http://em.21dtv.com/songs/60143381.mkv
庆庆-空心,http://em.21dtv.com/songs/60143380.mkv
庄闲-火一把,http://em.21dtv.com/songs/60143379.mkv
常艾非-举起手来,http://em.21dtv.com/songs/60143377.mkv
常斌-小手拉大手,http://em.21dtv.com/songs/60143376.mkv
常斌-如果有来生(现场版),http://em.21dtv.com/songs/60143375.mkv
常思思-注定(MTV),http://em.21dtv.com/songs/60143374.mkv
席燕娟-城,http://em.21dtv.com/songs/60143373.mkv
带泪的鱼+MC诺-醒来后的失落感,http://em.21dtv.com/songs/60143371.mkv
希林娜依高-无与伦比的美丽(现场版),http://em.21dtv.com/songs/60143370.mkv
巴桑拉姆-佛说布达拉,http://em.21dtv.com/songs/60143369.mkv
左欣怡-我是草原上的小姑娘(MTV),http://em.21dtv.com/songs/60143368.mkv
左左右右-眼睛体操,http://em.21dtv.com/songs/60143367.mkv
左左右右-发现心乐园,http://em.21dtv.com/songs/60143366.mkv
左左右右-动物王国,http://em.21dtv.com/songs/60143365.mkv
崔雨鑫-安和桥,http://em.21dtv.com/songs/60143364.mkv
崔子格-来不及对不起,http://em.21dtv.com/songs/60143363.mkv#http://em.21dtv.com/songs/60137541.mkv
崔子格-情未央,http://em.21dtv.com/songs/60143362.mkv
山子华-想い出の途中で,http://em.21dtv.com/songs/60143361.mkv
尼玛扎西-姑娘已长大,http://em.21dtv.com/songs/60143360.mkv
尹红月-时光山丘,http://em.21dtv.com/songs/60143359.mkv
尹磊磊-英雄金寨,http://em.21dtv.com/songs/60143358.mkv
尚迪-他给你的爱,http://em.21dtv.com/songs/60143357.mkv
少司命-素雪风华,http://em.21dtv.com/songs/60143356.mkv
小马哥-终点,http://em.21dtv.com/songs/60143355.mkv
小贱-旧时光,http://em.21dtv.com/songs/60143354.mkv
小肥-当你走了以后,http://em.21dtv.com/songs/60143352.mkv
小肥-内外,http://em.21dtv.com/songs/60143351.mkv
小美Sunny-留下我吧西藏,http://em.21dtv.com/songs/60143350.mkv
小石头-碎爱,http://em.21dtv.com/songs/60143349.mkv
小潘潘-只不过(MTV),http://em.21dtv.com/songs/60143347.mkv
小沈龙+宋晗-兄弟顶天立地,http://em.21dtv.com/songs/60143346.mkv
小山-小鸟不回来,http://em.21dtv.com/songs/60143345.mkv
小右+Hoodtwins-与MASK的飞行日记,http://em.21dtv.com/songs/60143344.mkv
宋念宇-不好过,http://em.21dtv.com/songs/60143342.mkv
宋孟君+电流妹-电流妹妹,http://em.21dtv.com/songs/60143341.mkv
宋孟君-彼岸花,http://em.21dtv.com/songs/60143340.mkv
宋孟君-东皇太一,http://em.21dtv.com/songs/60143339.mkv
安琥-曾一起凝望的那片星空,http://em.21dtv.com/songs/60143338.mkv
安泽泽-我想在你身边,http://em.21dtv.com/songs/60143337.mkv
安妮朵拉-鱼说,http://em.21dtv.com/songs/60143336.mkv
安妮朵拉-昨天,http://em.21dtv.com/songs/60143334.mkv
宁可-林之花语,http://em.21dtv.com/songs/60143333.mkv
孟静-一搭搭里(MTV),http://em.21dtv.com/songs/60143332.mkv
孟杨+许家豪-千年修行千年伤,http://em.21dtv.com/songs/60143331.mkv
孟庭苇-风中有朵雨做的云,http://em.21dtv.com/songs/60143330.mkv#http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Cg9qI5imMInpPvK5Mnm%40%40hd.m3u8
孟庭苇-野百合也有春天,http://em.21dtv.com/songs/60143329.mkv
孟庭苇-谁的眼泪在飞,http://em.21dtv.com/songs/60143328.mkv
孟庭苇-我只在乎你,http://em.21dtv.com/songs/60143326.mkv
孟庭苇-往事,http://em.21dtv.com/songs/60143325.mkv
孟小宝-一个转身天涯路太远,http://em.21dtv.com/songs/60143324.mkv
孟子坤-流着泪说分手,http://em.21dtv.com/songs/60143323.mkv
孟子坤-泡沫(现场版),http://em.21dtv.com/songs/60143322.mkv
孟子坤-再也没有(现场版),http://em.21dtv.com/songs/60143321.mkv
孟子坤-你还要我怎样(现场版),http://em.21dtv.com/songs/60143320.mkv
孙露-爱你真的好难,http://em.21dtv.com/songs/60143318.mkv
孙露-烟雨年代,http://em.21dtv.com/songs/60143317.mkv
孙爱群-美江南,http://em.21dtv.com/songs/60143316.mkv
孙晓磊-爸爸多想唱一首歌给您,http://em.21dtv.com/songs/60143315.mkv
孙晓磊-晓磊经典串烧(演唱会),http://em.21dtv.com/songs/60143314.mkv
孙宇豪-多想唱一首歌给你,http://em.21dtv.com/songs/60143313.mkv
孙嘉梵-花开,http://em.21dtv.com/songs/60143312.mkv
孙八一-阿里巴巴,http://em.21dtv.com/songs/60143311.mkv
孙伯纶-一生一程,http://em.21dtv.com/songs/60143310.mkv
子阳-遥相忆,http://em.21dtv.com/songs/60143309.mkv
娅琳-天边诺言,http://em.21dtv.com/songs/60143308.mkv
娅琳-圣山雪莲,http://em.21dtv.com/songs/60143307.mkv
娅琳-冰雪梅花,http://em.21dtv.com/songs/60143306.mkv
娃娃-时间都去哪了(现场版),http://em.21dtv.com/songs/60143305.mkv
威仔+阿夏-这个夏天我们离别,http://em.21dtv.com/songs/60143304.mkv
姜玉阳-给自己的拥抱,http://em.21dtv.com/songs/60143303.mkv
姜晓东-最美集安,http://em.21dtv.com/songs/60143302.mkv
姚曦-Bang Bang,http://em.21dtv.com/songs/60143301.mkv
妞妞-放肆的爱,http://em.21dtv.com/songs/60143300.mkv
奥云格日乐+高保利-牧歌,http://em.21dtv.com/songs/60143299.mkv
奥云格日乐+吴·乌日根-梦中的额吉,http://em.21dtv.com/songs/60143298.mkv
奥云格日乐-这就是草原,http://em.21dtv.com/songs/60143297.mkv
奥云格日乐-草原之夜,http://em.21dtv.com/songs/60143295.mkv
奥云格日乐-接风洗尘歌,http://em.21dtv.com/songs/60143294.mkv
奥云格日乐-天边的阿妈,http://em.21dtv.com/songs/60143293.mkv
奔月-月圆时候,http://em.21dtv.com/songs/60143291.mkv
奔月-中国道路,http://em.21dtv.com/songs/60143290.mkv
天赐-我是偶像,http://em.21dtv.com/songs/60143289.mkv
天籁天+王勇-倾世之恋,http://em.21dtv.com/songs/60143288.mkv
天籁天-爱的困惑,http://em.21dtv.com/songs/60143287.mkv
天籁天-你留在海边的画,http://em.21dtv.com/songs/60143286.mkv
大鱼+艾福杰尼-Fat Boy Flow,http://em.21dtv.com/songs/60143285.mkv
大海-如果当时能够勇敢(故事情节),http://em.21dtv.com/songs/60143284.mkv
大海-如果当时能够勇敢(DJ),http://em.21dtv.com/songs/60143283.mkv
大喇叭组合-百家姓,http://em.21dtv.com/songs/60143281.mkv
大哲-最远的你是我最近的爱,http://em.21dtv.com/songs/60143280.mkv
大哲-不再爱了,http://em.21dtv.com/songs/60143279.mkv
大勇-让视界充满爱,http://em.21dtv.com/songs/60143278.mkv
大勇-我们的信仰,http://em.21dtv.com/songs/60143277.mkv
大勇-兄弟的事,http://em.21dtv.com/songs/60143276.mkv
夏韶声-Chaos,http://em.21dtv.com/songs/60143275.mkv
夏婉安-带我回家,http://em.21dtv.com/songs/60143274.mkv
夏墨彦-亲爱的妈妈,http://em.21dtv.com/songs/60143273.mkv
夏启明-全世界谁倾听你(现场版),http://em.21dtv.com/songs/60143272.mkv
夏启明-Only You(现场版),http://em.21dtv.com/songs/60143271.mkv
墨妍-I Think I,http://em.21dtv.com/songs/60143269.mkv
国辉+李敏-幸福的苗寨幸福的爱,http://em.21dtv.com/songs/60143268.mkv
喜鹊-喜鹊报喜,http://em.21dtv.com/songs/60143266.mkv
唯莎-爱上未来的他,http://em.21dtv.com/songs/60143265.mkv
唐钰儿-轻信爱情犯了错,http://em.21dtv.com/songs/60143264.mkv
唐钰儿-花花心肠,http://em.21dtv.com/songs/60143263.mkv
唐钰儿-美丽的瓮安,http://em.21dtv.com/songs/60143262.mkv
唐钰儿-相约来生,http://em.21dtv.com/songs/60143261.mkv
唐钰儿-爱了才说放手,http://em.21dtv.com/songs/60143260.mkv
唐钰儿-没有谁离不开谁,http://em.21dtv.com/songs/60143259.mkv
唐钰儿-最怕你离开,http://em.21dtv.com/songs/60143258.mkv
唐钰儿-我要疯狂,http://em.21dtv.com/songs/60143257.mkv
唐美华-飞渡,http://em.21dtv.com/songs/60143256.mkv
唐美华-放手,http://em.21dtv.com/songs/60143255.mkv
唐唐-十字路口,http://em.21dtv.com/songs/60143254.mkv
唐古+章古-你对我很重要,http://em.21dtv.com/songs/60143253.mkv
唐代卫-窗外斜阳,http://em.21dtv.com/songs/60143252.mkv
咿一-梦一场,http://em.21dtv.com/songs/60143251.mkv
周震南-整整两年了(现场版),http://em.21dtv.com/songs/60143250.mkv
周震南-Say Something,http://em.21dtv.com/songs/60143249.mkv
周震南-On The Top(现场版),http://em.21dtv.com/songs/60143248.mkv
周震南-Do What I Want(现场版),http://em.21dtv.com/songs/60143247.mkv
周雅霏-外太空里飞,http://em.21dtv.com/songs/60143246.mkv
周裔平-不想别离,http://em.21dtv.com/songs/60143245.mkv
周炜-扬我雄风,http://em.21dtv.com/songs/60143244.mkv
周炜-我武维扬,http://em.21dtv.com/songs/60143243.mkv
周深-小小,http://em.21dtv.com/songs/60143242.mkv
周晏伊-佛韵莲香,http://em.21dtv.com/songs/60143241.mkv
周恬熙-爱随风飞,http://em.21dtv.com/songs/60143240.mkv
周占超-我在梨乡等你,http://em.21dtv.com/songs/60143239.mkv
周关干-想喊声妈妈,http://em.21dtv.com/songs/60143238.mkv
吴非华-Never Say Never,http://em.21dtv.com/songs/60143237.mkv
吴樾-月亮代表我的心,http://em.21dtv.com/songs/60143236.mkv
吴易航-放声高歌,http://em.21dtv.com/songs/60143235.mkv
吴亦帆-他给的伤,http://em.21dtv.com/songs/60143234.mkv
吴亦凡战队-How Do(现场版),http://em.21dtv.com/songs/60143233.mkv
吴亦凡-6(中国有嘻哈),http://em.21dtv.com/songs/60143232.mkv
吴亦凡-6(MTV),http://em.21dtv.com/songs/60143231.mkv
吴丹妮-最美的夏天,http://em.21dtv.com/songs/60143230.mkv
吕泽洲-齐天大圣,http://em.21dtv.com/songs/60143229.mkv
吕泽洲-野子(现场版),http://em.21dtv.com/songs/60143228.mkv
吕泽洲-悟空,http://em.21dtv.com/songs/60143227.mkv
吉雅-草原情缘,http://em.21dtv.com/songs/60143226.mkv
吉克隽逸-空空山海,http://em.21dtv.com/songs/60143225.mkv
司徒嘉伟-小烦孤单,http://em.21dtv.com/songs/60143224.mkv
司徒兰芳-错过了缘分错过你,http://em.21dtv.com/songs/60143223.mkv
叶香成-Y.X.C,http://em.21dtv.com/songs/60143221.mkv
叶贺芝-缘,http://em.21dtv.com/songs/60143220.mkv
叶贺芝-终于,http://em.21dtv.com/songs/60143219.mkv
叶贺芝-痕迹,http://em.21dtv.com/songs/60143218.mkv
叶贺芝-爱情专卖,http://em.21dtv.com/songs/60143217.mkv
叶贺芝-点头娃娃,http://em.21dtv.com/songs/60143216.mkv
叶贺芝-没关系,http://em.21dtv.com/songs/60143215.mkv
叶贺芝-我要爱情告诉他,http://em.21dtv.com/songs/60143214.mkv
叶贺芝-同学会,http://em.21dtv.com/songs/60143213.mkv
叶贺芝-只爱你,http://em.21dtv.com/songs/60143212.mkv
叶贺芝-I\\\'ll Always Be There For You,http://em.21dtv.com/songs/60143211.mkv
叶蓓+许巍-流浪途中爱上你,http://em.21dtv.com/songs/60143210.mkv
叶胜钦+秀兰玛雅-幸福的代志,http://em.21dtv.com/songs/60143209.mkv
叶胜钦-宠你飞上天,http://em.21dtv.com/songs/60143208.mkv
叶巧琳-能见度,http://em.21dtv.com/songs/60143207.mkv
叶子淇-猜猜我是谁,http://em.21dtv.com/songs/60143206.mkv
叶子淇-你可以爱我吗,http://em.21dtv.com/songs/60143205.mkv
古洁萦-Bang Bang(现场版),http://em.21dtv.com/songs/60143204.mkv
古洁莹-Oh Boy(现场版),http://em.21dtv.com/songs/60143203.mkv
古天乐+吴樾-月亮代表我的心,http://em.21dtv.com/songs/60143202.mkv
原子霏-驼铃,http://em.21dtv.com/songs/60143201.mkv
原子霏-爱的代价,http://em.21dtv.com/songs/60143200.mkv
原子邦妮-现在你好吗,http://em.21dtv.com/songs/60143199.mkv
印玉莲-心愿,http://em.21dtv.com/songs/60143198.mkv
印子月-跷跷板,http://em.21dtv.com/songs/60143197.mkv
卫兰-差半步,http://em.21dtv.com/songs/60143196.mkv
I Don\\\'t Care,http://em.21dtv.com/songs/60143195.mkv
卢宜均-蜡烛光与青地砖,http://em.21dtv.com/songs/60143194.mkv
南风-希望你,http://em.21dtv.com/songs/60143192.mkv
南征北战-迈克尔杰克逊,http://em.21dtv.com/songs/60143191.mkv
南征北战-独一无二,http://em.21dtv.com/songs/60143190.mkv
南征北战-冠军,http://em.21dtv.com/songs/60143189.mkv
南宫嘉骏-回忆总想哭,http://em.21dtv.com/songs/60143188.mkv
卓猷燕-不能说的秘密(现场版),http://em.21dtv.com/songs/60143187.mkv
华语群星-认真的雪,http://em.21dtv.com/songs/60143186.mkv
华语群星-明日之子,http://em.21dtv.com/songs/60143185.mkv
华语群星-我管你,http://em.21dtv.com/songs/60143184.mkv
十三狼-撸起袖子加油干,http://em.21dtv.com/songs/60143183.mkv
包胡尔查-月夜,http://em.21dtv.com/songs/60143182.mkv
包小龙-锡林郭勒酒,http://em.21dtv.com/songs/60143181.mkv
刺客团-舌尖美味,http://em.21dtv.com/songs/60143180.mkv
刘锦明-妈妈的爱暖心头,http://em.21dtv.com/songs/60143179.mkv
刘珂矣-弄戏,http://em.21dtv.com/songs/60143178.mkv
刘牧-窗台上的猫(MTV),http://em.21dtv.com/songs/60143177.mkv
刘浩航+荣叔岩-最后的勇气,http://em.21dtv.com/songs/60143176.mkv
刘梦-完美邂逅,http://em.21dtv.com/songs/60143175.mkv
刘惜君-醉里红尘,http://em.21dtv.com/songs/60143174.mkv
刘志刚-相守,http://em.21dtv.com/songs/60143173.mkv
刘心+石俊贵-森迷,http://em.21dtv.com/songs/60143172.mkv
刘小强-相约深澳,http://em.21dtv.com/songs/60143171.mkv
刘小强-咱家乡,http://em.21dtv.com/songs/60143170.mkv
刘宜-亲爱的你怎么还不懂,http://em.21dtv.com/songs/60143169.mkv
刘威煌-灰狗,http://em.21dtv.com/songs/60143168.mkv
刘奕彤-纷扰,http://em.21dtv.com/songs/60143167.mkv
刘奕彤-为爱迷路,http://em.21dtv.com/songs/60143166.mkv
刘天-爱情到底是哪路神,http://em.21dtv.com/songs/60143165.mkv
刘大卫-匆匆忙忙,http://em.21dtv.com/songs/60143164.mkv
刘增瞳+束禾-Everything Goes Well,http://em.21dtv.com/songs/60143163.mkv
刘增瞳-熄灭的昨天,http://em.21dtv.com/songs/60143162.mkv
刘增瞳-新夏旧梦,http://em.21dtv.com/songs/60143161.mkv
刘增瞳-心痛的标签,http://em.21dtv.com/songs/60143160.mkv
刘增瞳-你走我当你没来过,http://em.21dtv.com/songs/60143159.mkv
刘增瞳-也许有一天,http://em.21dtv.com/songs/60143158.mkv
刘国庆-今夜没喝醉,http://em.21dtv.com/songs/60143157.mkv
刘凯-天黑(现场版),http://em.21dtv.com/songs/60143155.mkv
刘党庆-老同学好久不见,http://em.21dtv.com/songs/60143154.mkv
刘云龙-咖喱咖喱,http://em.21dtv.com/songs/60143153.mkv
凤凰传奇-远方的远方还是远方,http://em.21dtv.com/songs/60143152.mkv
凡间精灵-你的脚步,http://em.21dtv.com/songs/60143151.mkv
冷漠+一飞-一辈子兄弟,http://em.21dtv.com/songs/60143150.mkv
冰城爱歌-笑姻缘,http://em.21dtv.com/songs/60143149.mkv
冯颖琪+汤凯婷-水晶灵魂,http://em.21dtv.com/songs/60143148.mkv
冯允谦-Thank you,http://em.21dtv.com/songs/60143146.mkv
冈林-雪莲,http://em.21dtv.com/songs/60143145.mkv
冀行-极乐世界(现场版),http://em.21dtv.com/songs/60143144.mkv
关庆小海-有些爱注定错就对了,http://em.21dtv.com/songs/60143143.mkv
六哲+章古-爱情狙击手,http://em.21dtv.com/songs/60143142.mkv
保峰-我的家乡在广西,http://em.21dtv.com/songs/60143139.mkv
侯刚-光芒,http://em.21dtv.com/songs/60143138.mkv
侯丽娟-毛主席的话儿记心上,http://em.21dtv.com/songs/60143137.mkv
余林翰+吴柏正-牵连,http://em.21dtv.com/songs/60143136.mkv
何雨谦-亲爱滴,http://em.21dtv.com/songs/60143135.mkv
何洁-好想你,http://em.21dtv.com/songs/60143134.mkv
何建清-一生最爱的是你,http://em.21dtv.com/songs/60143132.mkv
伊晗+苏琛-不想和你做朋友,http://em.21dtv.com/songs/60143131.mkv
伊晗+刘增瞳-我们回不去了,http://em.21dtv.com/songs/60143130.mkv
伊丽媛-香岛花语,http://em.21dtv.com/songs/60143129.mkv
伊丽媛-乌兰巴托之夜,http://em.21dtv.com/songs/60143128.mkv
任妙音-雨中相逢,http://em.21dtv.com/songs/60143126.mkv
任妙音-玫瑰恋情,http://em.21dtv.com/songs/60143125.mkv
任妙音-无怨无悔陪你一起老,http://em.21dtv.com/songs/60143124.mkv
任妙音-忘不了,http://em.21dtv.com/songs/60143123.mkv
任妙音-如意花,http://em.21dtv.com/songs/60143122.mkv
任妙音-天在下雨我在想你(演唱会),http://em.21dtv.com/songs/60143121.mkv
代乐乐-岁月静好(MTV),http://em.21dtv.com/songs/60143120.mkv
仁钦卓玛-花开舟曲,http://em.21dtv.com/songs/60143119.mkv
亮剑合唱团-中国航母,http://em.21dtv.com/songs/60143118.mkv
五月天-少年他的奇幻漂流,http://em.21dtv.com/songs/60143117.mkv
云珂-迷失,http://em.21dtv.com/songs/60143116.mkv
云乐团-爱河,http://em.21dtv.com/songs/60143115.mkv
云丹久美+花儿梦组合-甘谷信合是我家,http://em.21dtv.com/songs/60143114.mkv
云丹久美-等着我来爱(MTV),http://em.21dtv.com/songs/60143113.mkv
于清龙-兄弟的歌,http://em.21dtv.com/songs/60143112.mkv
于子将-片刻,http://em.21dtv.com/songs/60143110.mkv
二毛+Bridge-掐死大象的蚂蚁,http://em.21dtv.com/songs/60143109.mkv
乔玲儿-爱囚,http://em.21dtv.com/songs/60143108.mkv
丛伟-紫荆花开,http://em.21dtv.com/songs/60143105.mkv
万博-噢同学,http://em.21dtv.com/songs/60143104.mkv
丁毅+耿婕妤-紫藤花,http://em.21dtv.com/songs/60143103.mkv
丁楚翰-日光之城拉萨,http://em.21dtv.com/songs/60143102.mkv
丁思忖-猫和你,http://em.21dtv.com/songs/60143101.mkv
